"","Vacancy Name","City","Salary Min","Salary Max","Company Name","Date","Expierence","Employment","Schedule","Description","Responsibility","Requirement","Key Skills","Days","Class","Class (predicted)"
425,"специалист по тестированию по","Казань",30000.0,60000.0,"БАРС Груп","2020-11-09T15:40:57+0300","От 1 года до 3 лет","Полная занятость","Полный день","<p>Компания «БАРС Груп», ведущий разработчик и интегратор решений для государственного и коммерческого секторов, ищет Специалиста по ручному тестированию.</p> <p><strong>Мы ожидаем от вас:</strong></p> <ul> <li>Понимание процесса тестирования и жизненного цикла разработки ПО;</li> <li>Опыт работы в тестировании от 0,5 - 1 года;</li> <li>Знание теории тестирования, опыт написания тестовой документации;</li> <li> <p>Понимание архитектуры WEB-приложений, клиент-серверной архитектуры;</p> </li> <li> <p>Ответственное отношение к работе;</p> </li> <li> <p>Аналитический склад ума и внимание к деталям;</p> </li> <li> <p>Базовые знания SQL;</p> </li> <li> <p>Умение четко и структурировано излагать свои мысли.</p> </li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>Опыт работы с системами JIRA, git/stash.</li> </ul> <p><strong>Задачи:</strong></p> <ul> <li> <p>Ручное тестирование приложений, включающее в себя функциональное, приемочное, интеграционное и регрессионное тестирование;</p> </li> <li> <p>Составление тестовой документации (тест-планы, тест-кейсы и чек-листы, отчеты по результатам выполнения тестирования);</p> </li> <li> <p>Регистрация обнаруженных ошибок в bug-tracking системе (Redmine, Jira);</p> </li> <li> <p>Взаимодействие с разработчиками и аналитиками в команде, участие в формировании технических заданий, постановках задач.</p> </li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Работу в крупной компании в самом центре города;</li> <li>Широкие возможности профессионального и карьерного роста;</li> <li>Официальное трудоустройство, &quot;белая&quot; зарплата, регулярно повышающаяся по гибкой системе грейдов и аттестаций;</li> <li>Обучение: тренинги, мастер-классы внутри компании, возможность участия в крупных ИТ-конференциях, корпоративная библиотека;</li> <li>ДМС;</li> <li>Иногородним кандидатам предоставляем комфортные условия для переезда.</li> </ul> <ul> </ul>","Ручное тестирование приложений, включающее в себя функциональное, приемочное, интеграционное и регрессионное тестирование. Составление тестовой документации (тест-планы, тест-кейсы и...","Понимание процесса тестирования и жизненного цикла разработки ПО. Опыт работы в тестировании от 0,5 - 1 года. Знание теории тестирования...","Atlassian Jira;Функциональное тестирование;Redmine;Регресионное тестирование;Git",19,"Тестировщик","Тестировщик"
426,"qa engineer","Не указан",60000.0,100000.0,"Джиэксби Девелопмент","2020-11-18T11:37:57+0300","От 1 года до 3 лет","Полная занятость","Удаленная работа","<p>GXB Development ищет опытного QA-инженера для сложного и интересного проекта. Мы создаем платформу в сфере командной работы и дистанционного обучения. Приходи, пиши, звони и мы расскажем подробнее :)</p> <p><strong>Пожалуйста, внимательно ознакомьтесь с технологиями в требованиях, представленными в вакансии. У вас должен быть опыт в указанных технологиях.</strong></p> <p><strong>Мы предлагаем:</strong></p> <ul> <li>интересный и сложный проект, ориентированный на международный рынок;</li> <li>атмосферу стартапа и простор для профессионального роста;</li> <li>официальное трудоустройство и конкурентоспособную «белую» зарплату;</li> <li>для местных - офис в центре города, чай, кофе, печеньки, фрукты — все как полагается;</li> <li>теплый разносторонний коллектив;</li> <li>рассматриваем также удаленных работников - официальное оформление, при желании - помогаем с релокацией.</li> </ul> <p><strong>Обязанности:</strong></p> <ul> <li>выполнение и создание тест-планов;</li> <li>ручное тестирование;</li> <li>функциональное тестирование мобильных и web приложений;</li> <li>тестирование API;</li> <li>описание найденных багов;</li> <li>проведение usability-testing;</li> <li>Разработка функциональных автоматических тестов (для web и api);</li> <li>Работа вместе с группами разработчиков ПО.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт тестирования web и мобильных приложений от 1-2 лет;</li> <li>опыт написания автотестов на java и их анализ;</li> <li>Знание Java и Selenium, Selenide;</li> <li>опыт работы с TestNG/Junit (понимание разницы);</li> <li>Опыт работы с баг-трекинговыми системами (Jira или аналоги)</li> <li>Знание Javascript - будет плюсом;</li> <li><strong>английский на уровне легкого разговорного <strong>*А2-В2 уровень*</strong>, а умение свободно говорить будет отличным плюсом. </strong></li> </ul> <p><strong>Дополнительные инструкции:</strong></p> <p>Платформа, над которой мы работаем - <strong>https://welcome.acroplia.com/</strong></p> <p>Мы планируем сильно переделать ее, поэтому QA Engineer нам очень нужен.<br />На первый взгляд, она может показаться незаконченной, но мы активно работаем над ее улучшением по заказу зарубежных инвесторов из крупных компаний.</p> <p><strong>________________________________________________________________________________</strong></p> <p><em>Salary could be paid in rubles or US dollars. Salary ranges from 60, 000 to 100,000 rubles or US Dollars equivalent (before taxes). <strong>All salaries are official and taxes are paid in accordance with applicable laws.</strong></em></p> <p><em><strong>﻿﻿The specific salary is negotiated after the results of the interview. It may be higher depending on your experience.</strong></em></p> <p><strong>Contact us and we will gladly tell you more!</strong></p> <p>GXB Ventures is an American company, with development centers in Yoshkar-Ola, Russia, and Iași, Romania, but we are primarily a distributed team and support full-time remote work worldwide.</p>","Выполнение и создание тест-планов. Ручное тестирование. Функциональное тестирование мобильных и web приложений. Тестирование API. Описание найденных багов. ","Опыт тестирования web и мобильных приложений от 1-2 лет. Опыт написания автотестов на java и их анализ. ","Английский язык;Тестирование пользовательского интерфейса;Нагрузочное тестирование;Веб-программирование;Проведение тестирований;Unit Testing;Мобильное тестирование;автоматизация тестирования",10,"Другое","Тестировщик"
427,"qa engineer","Не указан",60000.0,100000.0,"Город Иннополис","2020-11-18T22:36:45+0300","От 1 года до 3 лет","Полная занятость","Полный день","<p>Одна из крупнейших Retail сетей страны ищет в свою команду Senior QA Engeneer на проект StoreManager, представляющий из себя инструмент для централизованного управления магазинами. Используется для настройки интеграционных потоков, заведения и редактирования структуры и для обновления приложения магазина, касс и мобильного приложения. У проекта есть десктоп и веб (на которое сейчас происходит активный переход) версии приложения.<br /><br /><strong>Какие задачи тебя ждут</strong>:</p> <ul> <li>Функциональное, регрессионное, интеграционное тестирование</li> <li>Тестирование Front &amp; Back (Unix, Java, OracleDB, SqLite), интеграции (REST api)</li> <li>Работа с дефектами и периодический анализ ошибок пилота/продуктива</li> <li>Написание и поддержка актуальности тестовой модели</li> <li>Участие в спринтах разработки и циклах регрессионного тестирования</li> <li>Поддержка актуальности базы знаний в рамках своего направления (Confluence)</li> <li>Предложения по развитию автоматизации тестирования</li> </ul> <p><strong>Какие требования</strong>:</p> <ul> <li>Опыт в тестировании от 3 лет</li> <li>Опыт управления командой тестирования 2+ человек от 2 лет</li> <li>Опыт работы с Test Management System и Bug Tracking Software (JIRA, HP ALM)</li> <li>Знание методологий тестирования</li> <li>Знание систем управления базой данных (Oracle, PostgreSQL, FireBird)</li> <li>Уверенность в написании SQL-запросов (выборка с различными условиями)</li> <li>Опыт работы с Linux/Unix системами</li> <li>Желание работать в команде</li> <li>Уважение к коллегам и поддержание комфортной рабочей атмосферы</li> <li>Активная позиция и инициатива с целью улучшения качества, ускорения процессов и развития текущих подходов в тестировании продукта</li> </ul> <p><strong>Будет плюсом</strong>:</p> <ul> <li>Желание и опыт автоматизации тестирования</li> <li>Опыт работы в роли Lead</li> </ul> <p><strong>Какие условия</strong>:</p> <ul> <li>Оформление по ТК</li> <li>Годовая премия</li> <li>ДМС после испытательного срока</li> <li>Частично удаленный график работы</li> <li>Работа в красивом и комфортном офисе</li> <li>Корпоративное предложение в Спортивном комплексе г. Иннополис (бассейн, уличные корты и стадион)</li> </ul>","Функциональное, регрессионное, интеграционное тестирование. Тестирование Front &amp; Back (Unix, Java, OracleDB, SqLite), интеграции (REST api). Работа с дефектами и периодический анализ...","Опыт в тестировании от 3 лет. Опыт управления командой тестирования 2+ человек от 2 лет. Опыт работы с Test...","Atlassian Jira;SQL;Java;Linux;PostgreSQL",9,"Другое","Тестировщик"
428,"qa software tester","Не указан",750.0,1000.0,"Codified","2020-10-30T17:56:53+0300","От 3 до 6 лет","Полная занятость","Удаленная работа","<p>We are looking for a QA software tester, with experience of running and testing web application projects.</p> <p>We are a remote team based in London, UK, you will work remotely for us.</p> <p><strong>Responsibilities:</strong></p> <ul> <li>Testing new features extensively and ensuring bugs are reported quickly</li> <li>Understanding the projects we work on in detail</li> <li>Working with the rest of team to improve quality as far as possible at all times in the software development process</li> </ul> <strong>Requirements:</strong> <ul> <li>3+ years professional software testing experience</li> <li>Very good written/english reading. Spoken is not as essential as we mainly communicate over Slack.</li> <li>Ideally, you have access to OSX to test Mac features.</li> <li>Bonus: you have understanding of Selenium or similar software to write automated test scripts</li> </ul> <strong>Terms:</strong> <ul> <li>Work UK hours (approx 9.30am-6pm UTC) though</li> <li>You will be an individual contractor working for us. Payment via monthly invoice.</li> </ul>","Testing new features extensively and ensuring bugs are reported quickly. Understanding the projects we work on in detail. ","3+ years professional software testing experience. Very good written/english reading. Spoken is not as essential as we mainly...","Нету",29,"Тестировщик","Тестировщик"
429,"qa engineer","Не указан",60000.0,100000.0,"ГК InnoSTage","2020-11-05T08:51:25+0300","От 1 года до 3 лет","Полная занятость","Удаленная работа","<p>Группа компаний Innostage - команда, которая успешно реализует проекты в области информационной безопасности, инфраструктурных решений и разработки программного обеспечения и web-сервисов</p> <p>Мы ищем специалистов <strong>на автоматизированное тестирование. </strong></p> <p><strong>Проекты в области банковских технологии (ПО, электронные архивы, веб/ мобильные приложения и т.д.,</strong><strong>)</strong></p> <p>Основной стек: python, pytest, selenium/appium (если UI), docker, db, api testing. Технологии могут меняться в зависимости от проекта и задачи</p> <p><strong>Задачи на проектах:</strong></p> <ul> <li> <p>Автоматизировать тестирование приложений с помощью UI и API;</p> </li> <li> <p>Автоматизировать тестирование межсервисных интеграций;</p> </li> <li> <p>Интегрироваться с базами данных (Ms SQL server, Oracle DB, MongoDB, Redis);</p> </li> <li> <p>Использовать при автоматизации message broker (RabbitMQ, Apache Kafka);</p> </li> <li> <p>Возможны редкие командировки в Казань.</p> </li> </ul> <p><strong>Что тебе для этого понадобится:</strong></p> <ul> <li> <p>опыт разработки на python;</p> </li> <li> <p>знание фреймворков и инструментов тестирования (Selenium, pytest);</p> </li> <li> <p>знания паттернов проектирования;</p> </li> <li> <p>опыт написания тестовой документации;</p> </li> <li> <p>опыт тестирования REST\SOAP API;</p> </li> <li> <p>владение инструментами Web Debugging (fiddler, Wireshark, burp);</p> </li> <li> <p>опыт работы в рамках MSA, SOA;</p> </li> <li> <p>владение инструментами для получения и анализа log&#39;ов;</p> </li> <li> <p>опыт работы с инструментами CI/CD;</p> </li> <li> <p>опыт работы с Docker и системами оркестрации;</p> </li> <li> <p>опыт работы с DB и message broker;</p> </li> <li> <p>знание стека протоколов TCP/IP.</p> </li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Компания гарантирует оформление по нормам ТК РФ</li> <li>Материальная помощь к значимым событиям в жизни сотрудника</li> <li>ДМС</li> <li>Гибкое начало утра</li> <li>Профессиональное развитие и обучение</li> <li>Профессиональная подготовка к выступлениям на конференциях</li> <li>Футбол, йога, настольный теннис, кикер, x-box</li> </ul> <p><strong>Встречи по вакансии мы проводим в zoom/skype</strong></p>","Автоматизировать тестирование приложений с помощью UI и API. Автоматизировать тестирование межсервисных интеграций. Интегрироваться с базами данных (Ms SQL server, Oracle...","Опыт разработки на python. Знание фреймворков и инструментов тестирования (Selenium, pytest). Знания паттернов проектирования. Опыт написания тестовой документации. ","Python;SQL;MS SQL;Базы данных;Мобильность",23,"Другое","Другое"
430,"qa engineer","Не указан",60000.0,100000.0,"ГК InnoSTage","2020-11-05T08:51:54+0300","Нет опыта","Полная занятость","Гибкий график","<p>Группа компаний Innostage - команда, которая успешно реализует проекты в области информационной безопасности, инфраструктурных решений и разработки программного обеспечения и web-сервисов.</p> <p>Мы ищем специалистов <strong>QA engineer удаленно уровня middle (ручное функциональное тестирование) на проекты в области банковских технологии (ПО, электронные архивы, веб/ мобильные приложения и т.д.,</strong></p> <p><strong>Требования к опыту</strong>:</p> <ul> <li>Знание основных этапов тестирования: анализ требований, проектирование и создание тестов, выполнение тестов, анализ результатов тестирования. Понимание задач тестировщика на данных этапах;</li> <li>Умение считать покрытие функциональности тестовыми сценариями;</li> <li>Знание тестовой документации: баг-репортов, тест-кейсов, чек-листов и тест-планов;</li> <li>Знание стадий жизненного цикла ПО;</li> <li>Знание TCP, HTTP, HTTPS, IPv6.</li> <li>Знание техник тест-дизайна: Equivalence Partitioning, Boundary Value Analysis, Cause/Effect, Error Guessing. Дополнительно: Decision Table Testing, State-Transition Diagrams, State-Transition Tables, Pairwaise testing;</li> <li>Работа с требованиями: документирование, процесс управления, декомпозиция, тестирование;</li> <li>Работа с баг трекерами;</li> <li>Знание принципов работы с одним из инструментов: SoapUI, Postman, Fiddler;</li> <li>Понимание REST, SOAP.</li> </ul> <p><strong>Мы предлагаем: </strong></p> <ul> <li>Компания гарантирует оформление по нормам ТК РФ</li> <li>Материальная помощь к значимым событиям в жизни сотрудника</li> <li>ДМС</li> <li>Гибкое начало утра</li> <li>Профессиональное развитие и обучение</li> <li>Профессиональная подготовка к выступлениям на конференциях</li> <li>Футбол, йога, настольный теннис, кикер, x-box</li> </ul> <p><strong>Встречи по вакансии мы проводим в zoom/skype</strong></p> <p> </p> <p> </p>","Работа с требованиями: документирование, процесс управления, декомпозиция, тестирование. Работа с баг трекерами. Профессиональная подготовка к выступлениям на конференциях.","Требования к опыту: Знание основных этапов тестирования: анализ требований, проектирование и создание тестов, выполнение тестов, анализ результатов тестирования. ","Тестирование;Функциональное тестирование;Тестирование пользовательского интерфейса;QA",23,"Другое","Тестировщик"
431,"специалист по тестированию по","Казань",45000.0,60000.0,"HRKazan","2020-11-05T11:30:02+0300","От 1 года до 3 лет","Полная занятость","Полный день","<strong>Обязанности:</strong> <ul> <li>Ручное тестирование разрабатываемого программного обеспечения;</li> <li>Составление чек-листов;</li> <li>Выявление сценариев ошибок;</li> <li>Взаимодействие с разработчиками;</li> <li>Обеспечение клиентской техподдержки для нового проекта и для уже действующего.</li> </ul> <strong>Требования:</strong> <ul> <li>Опыт в данной сфере от трех лет;</li> <li>Знания SQL;</li> <li>Аналитический склад ума и внимание к деталям;</li> <li>Ответственное отношение к работе;</li> <li>Желательно знания в области написания автотестов (<strong>будет преимуществом</strong>) ;</li> </ul> <strong>Условия:</strong> <ul> <li>100% &quot;белая&quot; зарплата;</li> <li>Официальное трудоустройство согласно ТК РФ;</li> <li>5 дневная рабочая неделя;</li> <li>Профессиональный рост.</li> </ul>","Ручное тестирование разрабатываемого программного обеспечения. Составление чек-листов. Выявление сценариев ошибок. Взаимодействие с разработчиками. Обеспечение клиентской техподдержки для нового проекта...","Опыт в данной сфере от трех лет. Знания SQL. Аналитический склад ума и внимание к деталям. Ответственное отношение к работе. ","Тестирование;SQL;MS SQL;Разработка технических заданий;Разработка ПО",23,"Тестировщик","Другое"
432,"qa engineer","Не указан",60000.0,100000.0,"Центр разработки Orion Innovation (ранее MERA)","2020-11-16T08:00:06+0300","От 1 года до 3 лет","Полная занятость","Полный день","<p>Долгосрочный, стабильный проект по развитию и поддержке передовой POS-системы от одного из мировых лидеров в этой области. Заказчик находится в Северной Америке, с несколькими R&amp;D центрами по всему миру. Команда Orion полностью отвечает за все области решения, включая мобильный/веб-интерфейс, серверную часть в облаке, тестирование продукта и DevOps услуги. С помощью нашего POS-решения ежедневно тысячи магазинов обслуживают своих покупателей по всему миру. Приложение успешно используется в крупных розничных и ресторанных сетях, а также адаптируется под нужды других видов бизнеса. POS-решение работает на устройствах iOS/Android и доступно в качестве веб-клиента.</p> <p>В связи с расширением проекта мы ищем опытного инженера по ручному тестированию POS системы. Вы станете частью команды Orion, работающей с лидером по предоставлению POS (Point-Of-Sale) решений на рынках Северной Америки, Европы и Азии.</p> <p><strong>Ваши задачи:</strong></p> <ul> <li>ручное тестирование продуктовых решений;</li> <li>тестирование интеграции между различными системами и сервисами (как существующими, так и вновь создаваемыми);</li> <li>изучение документации и других источников для понимания тестируемых систем;</li> <li>построение и настройка тестовых стендов;</li> <li>участие в ревью технической документации;</li> <li>верификация исправленных проблем в ПО;</li> <li>работа в интернациональной команде, регулярное общение на английском языке с представителями заказчика из США.</li> </ul> <p><strong>Необходимые навыки:</strong></p> <ul> <li>понимание процессов разработки ПО и методов его тестирования;</li> <li>опыт мануального тестирования;</li> <li>умение быстро и полно разобраться в работе сервиса по англоязычной документации;</li> <li>хорошее знание и понимание Web services, REST, SOAP, JSON, XML;</li> <li>практический опыт работы с Unix для разработки и администрирования.</li> </ul> <p><strong>Будет плюсом:</strong></p> <ul> <li>знакомство с мобильными платформами;</li> <li>опыт анализа логов и интернет траффика (Wireshark или подобные).</li> </ul> <p><strong>Знание иностранных языков:</strong></p> <ul> <li>Письменный английский на уровне свободного чтения и написания документации, переписки с заказчиком;</li> <li>Разговорный английский на уровне не ниже <strong>Intermediate </strong>для общения с заказчиком и участия в митингах.</li> </ul> <p><strong>Мы предлагаем</strong>:</p> <ul> <li>работу в крупной и стабильной международной Компании, специализирующейся на разработке заказного ПО в Telecommunications, IoT &amp; Industrial Automation, Automotive &amp; Transport, Fintech и иных сферах;</li> <li>конкурентоспособное вознаграждение;</li> <li>гибкую систему материального поощрения и материальной помощи;</li> <li>дополнительное медицинское страхование;</li> <li>комфортные условия труда и современную инфраструктуру (офисы в центральной части города, корпоративный автобус, столовая, бар, медицинский кабинет, места для отдыха);</li> <li>гибкий график, демократичный стиль управления, дружную команду;</li> <li>льготное кредитование в крупнейших банках региона, скидки и дисконты в компаниях Нижнего Новгорода;</li> <li>поддержку здорового образа жизни: тренажерный зал, льготное членство в фитнес-клубах, участие в спортивных мероприятиях;</li> <li>возможности профессионального обучения и развития. Бесплатные курсы по изучению английского языка на базе компании.</li> </ul>","Ручное тестирование продуктовых решений. Тестирование интеграции между различными системами и сервисами (как существующими, так и вновь создаваемыми). Изучение документации и...","Понимание процессов разработки ПО и методов его тестирования. Опыт мануального тестирования. Умение быстро и полно разобраться в работе сервиса по...","Английский язык;XML;SOAP;Android;Atlassian Jira",12,"Другое","Тестировщик"
433,"qa engineer senior","Казань",100000.0,150000.0,"Кометрика","2020-11-24T15:31:03+0300","От 1 года до 3 лет","Полная занятость","Полный день","<p>Находимся в поиске тестировщика мобильного приложения телеком оператора Yota (iOS/Android) с целью укрепления команды.</p> <p>Используемые технологии: микро-сервисная архитектура (Java springboot soap/rest вебсервисы, Docker, Kubernetes) реализующая сложную бизнес-логику на бэкенде, Oracle, Tarantool, Unix, биллинг и системы хранения данных от сторонних вендоров, плюс мобильные приложения. Большая распределённая команда тестирования 30+ человек. Команда использует Kanban методологию.</p> <p><strong>Обязанности:</strong></p> <ul> <li>тест-дизайн;</li> <li>тестирование и локализация дефектов как в мобильном приложении, так и в Е2Е цепочке мобильного приложения+бэкенд системы.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li> <p>Понимание принципов и технологии разработки ПО по методологии Agile;</p> </li> <li> <p>Опыт работы в проектах по гибким методологиям разработки Scrum или Kanban;</p> </li> <li> <p>Опыт работы с аналитической, архитектурной документацией;</p> </li> <li> <p>Опыт тест-дизайна;</p> </li> <li> <p>Понимание методологии тест-дизайна и видов тестирования (функционального, интеграционного, приемочного, нагрузочного);</p> </li> <li> <p>Опыт работы с системами контроля версий, системами отслеживания дефектов, системами учета сценариев тестирования (TestLink, Microsoft Test Manager, TestRail);</p> </li> <li> <p>Знание ОС семейства Unix на уровне пользователя. Опыт работы с консолью Linux;</p> </li> <li> <p>Опыт тестирования аналитики и архитектуры (UML диаграммы);</p> </li> <li> <p>Опыт работы в тестировании ПО от 1 года</p> </li> <li> <p>Опыт интеграционного и Е2Е тестирования, локализации дефектов в комплексе из большого числа систем (не менее 2-х систем);</p> </li> <li> <p>Опыт тестирования веб-сервисов, использования SoapUI, Postman или аналогичных инструментов;</p> </li> <li> <p>Опыт работы с БД, знание SQL на уровне запросов средней сложности;</p> </li> <li> <p>Опыт использования средств командной разработки (JIRA);</p> </li> <li> <p>Умение работать в меняющихся условиях.</p> </li> </ul>","Находимся в поиске тестировщика мобильного приложения телеком оператора Yota (iOS/Android) с целью укрепления команды. Тест-дизайн. Тестирование и локализация...","Понимание принципов и технологии разработки ПО по методологии Agile. Опыт работы в проектах по гибким методологиям разработки Scrum или Kanban. ","Atlassian Jira;Atlassian Confluence;HTML;SQL;API;QA",4,"Другое","Другое"
434,"qa engineer","Не указан",60000.0,100000.0,"Центр разработки Orion Innovation (ранее MERA)","2020-11-16T08:00:05+0300","От 1 года до 3 лет","Полная занятость","Удаленная работа","<p>Наш заказчик является ведущим поставщиком глобальных корпоративных облачных коммуникаций и решений для бизнеса. От единой облачной телефонной системы с обменом сообщениями внутри команд и видеоконференциями до полного контакт-центра, компания создает решения для любого бизнеса, независимо от того, насколько он велик или мал.<br />Данный продукт объединяет в себе возможности телефонии, видеосвязи, организации встреч и обмен сообщениями в одном надежном, простом в использовании решении, что позволяет клиентам снижать стоимость корпоративной связи с десятков тысяч долларов, до цены $10.<br />Компания заказчика считается лидером в области унифицированных коммуникаций как услуги по объему выручки и количеству абонентских мест; и имеет офисы в Канаде, США, Великобритании, Франции, Австралии, Китае, на Филиппинах, в Украине и России.</p> <p>Команда занимается разработкой системы планирования релизов, построенной с использованием микросервисной архитектуры.</p> <p><strong>Ссылка на видео-вакансию:</strong> https://youtu.be/V9l0TkZWHfI</p> <p><strong>Вам предстоит:</strong></p> <ul> <li>взаимодействовать с другими командами, включая постановку задач для удаленной команды тестирования;</li> <li>заниматься дизайном и прохождением тестов (Web);</li> <li>составлять отчеты по результатам тестирования;</li> <li>заводить и верифицировать дефекты в Jira.</li> </ul> <p><strong>Необходимые навыки:</strong></p> <ul> <li>2+ года опыта в тестировании, понимание QA как процесса обеспечения качества, знание процессов и методологий разработки ПО;</li> <li>опыт тестирования веб-приложений;</li> <li>опыт написания тестовой документации (тест-кейсов);</li> <li>опыт работы с любой широко распространенной системой отслеживания ошибок (например, Jira) , понимание основных функций таких систем;</li> <li>должен быть «командным игроком»;</li> <li>будет плюсом умение пользоваться командной строкой в Linux, просматривать логи.</li> </ul> <p><strong>Мы предлагаем</strong>:</p> <ul> <li>работу в крупной и стабильной международной Компании, специализирующейся на разработке заказного ПО в Telecommunications, IoT &amp; Industrial Automation, Automotive &amp; Transport, Fintech и иных сферах;</li> <li>конкурентоспособное вознаграждение;</li> <li>гибкую систему материального поощрения и материальной помощи;</li> <li>дополнительное медицинское страхование;</li> <li>комфортные условия труда и современную инфраструктуру;</li> <li>гибкий график, демократичный стиль управления, дружную команду;</li> <li>возможности профессионального обучения и развития. Бесплатные курсы по изучению английского языка на базе компании.</li> </ul>","Взаимодействовать с другими командами, включая постановку задач для удаленной команды тестирования. Заниматься дизайном и прохождением тестов (Web). Составлять отчеты по...","2+ года опыта в тестировании, понимание QA как процесса обеспечения качества, знание процессов и методологий разработки ПО. ","Atlassian Jira;Linux;Английский язык;SQL;Тестирование",12,"Другое","Тестировщик"
435,"лингвист","Казань",30000.0,30000.0,"Совкомбанк","2020-11-20T13:34:09+0300","Нет опыта","Полная занятость","Полный день","<strong>Обязанности:</strong> <ul> <li> <p>Разработка и написание сценариев для голосовых и чат-ботов;</p> </li> <li> <p>Тестирование.</p> </li> </ul> <strong>Требования:</strong> <ul> <li>Высшее образование;</li> <li> <p>Безупречное знание русского языка;</p> </li> <li> <p>Логическое мышление;</p> </li> <li> <p>Лингвистическое образование будет преимуществом;</p> </li> <li> <p>Приветствуется опыт написания сценариев для чат-ботов, опыт работы в колл-центрах.</p> </li> </ul> <strong>Условия:</strong> <ul> <li>Возможна удаленная работа;</li> <li>Оформление по ТК РФ;</li> <li>Работа в одном из крупнейших частных банков РФ;</li> <li>Перспективы профессионального развития и личностного роста;</li> <li>Соц пакет: ДМС, фитнес и другие корпоративные мероприятия;</li> <li>Обучение: возможность участия во внутренних и внешних проф. тренингах и семинарах.</li> </ul>","Разработка и написание сценариев для голосовых и чат-ботов. Тестирование.","Высшее образование. Безупречное знание русского языка. Логическое мышление. Лингвистическое образование будет преимуществом. Приветствуется опыт написания сценариев для чат-ботов, опыт...","Грамотность;Проведение тестирований;Написание статей;Грамотная речь;Написание текстов;Преподавание русского языка;написание аналитических текстов;написание сценариев для чат-ботов",8,"Другое","Другое"
436,"qa engineer","Не указан",60000.0,100000.0,"ANCOR","2020-11-24T10:36:43+0300","От 1 года до 3 лет","Полная занятость","Гибкий график","<p>Наш клиент, компания, которая занимается разработкой ПО на заказ в поисках Инженера по ручному тестированию. В настоящее время сотрудники компании работают в 6 офисах: центральный офис в Санкт-Петербурге, офисы разработки в Таганроге, Ростове-на-Дону и Минске, а также офисы продаж в Великобритании и США. Сейчас идет активное открытие офиса в Казани.</p> <p>Заказчики — крупные международные компании, лидеры в сферах обучения и сертификации, фармацевтики, здравоохранения, управления предприятием, медиа и безопасности.</p> <p>Большинство проектов — долгосрочные, и компания следит за тем, чтобы их было удобно развивать и поддерживать. Для этого применяются практики code review, architecture review, static code analysis, CI/CD, automated testing.</p> <p>В настоящее время мы ищем специалистов по тестированию в отдел, занимающийся разработкой веб-приложений для одного из крупнейших в мире провайдеров сервисов для клинических исследований. Приложения, которые разрабатывает компания, позволяют улучшить качество клинических исследований, сделать их более безопасными и предсказуемыми и в конечном итоге ускорить выпуск новых лекарств.</p> <p>Отдел состоит из нескольких Agile-команд, процесс разработки включает code reviews, continuous integration, приёмочное, модульное и интеграционное автоматизированное тестирование. Работа идет в тесном контакте с коллегами на стороне заказчика, в Нью-Джерси (США), поэтому важно, чтобы каждый сотрудник владел письменным и разговорным английским языком.</p> <p><strong>Мы ожидаем:</strong></p> <ul> <li>опыт тестирования веб-приложений — от 2 лет;</li> <li>знание методов обеспечения качества и техник тестирования больших приложений;</li> <li>понимание процесса тестирования и жизненного цикла разработки ПО;</li> <li>готовность к активным коммуникациям;</li> <li>знание письменного и разговорного английского языка от уровня intermediate и выше.</li> </ul> <p><strong>Приветствуется:</strong></p> <ul> <li>знание языков программирования и языков запросов к БД;</li> <li>знание теории разработки и тестирования программного обеспечения;</li> <li>знание проблем безопасности‚ доступности и производительности веб-приложений и способов их тестирования.</li> </ul> <p><strong>Компания предлагает:</strong></p> <ul> <li>официальное оформление, белую зарплата, отпуск согласно ТК РФ;</li> <li>гибкий график работы;</li> <li>ДМС со стоматологией, 100% оплата больничных;</li> <li>достойную заработную плату;</li> <li>бонусы за проектные успехи​;</li> <li>дружную команда и интересные задачи;</li> </ul> <ul> <li>возможности профессионального роста;</li> <li>посещение тренингов, конференций, прохождение сертификаций, курсы английского языка в офисе;</li> <li>внутренние семинары по обмену знаниями;</li> </ul> <ul> <li>работа в современном и комфортном офисе в будущем, а пока – удаленка;</li> <li>удобные и современные рабочие места;</li> <li>корпоративные занятия спортом, командные тимбилдинги;</li> </ul>","Большинство проектов — долгосрочные, и компания следит за тем, чтобы их было удобно развивать и поддерживать. Для этого применяются практики code...","Опыт тестирования веб-приложений — от 2 лет. Знание методов обеспечения качества и техник тестирования больших приложений. Понимание процесса тестирования и...","Английский язык;Тестирование",4,"Другое","Тестировщик"
